"replicate","global_reject","holm_fwer"
1152,FALSE,FALSE
1153,TRUE,FALSE
1154,FALSE,FALSE
1155,FALSE,FALSE
1156,FALSE,FALSE
1157,FALSE,FALSE
1158,FALSE,FALSE
1159,TRUE,FALSE
1160,FALSE,FALSE
1161,FALSE,FALSE
1162,FALSE,FALSE
1163,TRUE,FALSE
1164,FALSE,FALSE
1165,FALSE,FALSE
1166,FALSE,FALSE
1167,FALSE,FALSE
1168,FALSE,FALSE
1169,FALSE,FALSE
1170,FALSE,FALSE
1171,FALSE,FALSE
1172,FALSE,FALSE
1173,FALSE,FALSE
1174,FALSE,FALSE
1175,FALSE,FALSE
1176,FALSE,FALSE
1177,FALSE,FALSE
1178,FALSE,FALSE
1179,FALSE,FALSE
1180,FALSE,FALSE
1181,FALSE,FALSE
1182,FALSE,FALSE
1183,FALSE,FALSE
1184,FALSE,FALSE
1185,FALSE,FALSE
1186,FALSE,FALSE
1187,FALSE,FALSE
1188,FALSE,FALSE
1189,FALSE,FALSE
1190,FALSE,FALSE
1191,FALSE,FALSE
1192,FALSE,FALSE
1193,FALSE,FALSE
1194,FALSE,FALSE
1195,FALSE,FALSE
1196,FALSE,FALSE
1197,FALSE,FALSE
1198,FALSE,FALSE
1199,FALSE,FALSE
1200,FALSE,FALSE
1201,FALSE,FALSE
1202,FALSE,FALSE
1203,FALSE,FALSE
1204,TRUE,FALSE
1205,FALSE,FALSE
1206,TRUE,FALSE
1207,FALSE,FALSE
1208,TRUE,FALSE
1209,FALSE,FALSE
1210,FALSE,FALSE
1211,FALSE,FALSE
1212,FALSE,FALSE
1213,TRUE,FALSE
1214,FALSE,FALSE
1215,FALSE,FALSE
1216,FALSE,FALSE
1217,FALSE,FALSE
1218,FALSE,FALSE
1219,FALSE,FALSE
1220,FALSE,FALSE
1221,FALSE,FALSE
1222,FALSE,FALSE
1223,FALSE,FALSE
1224,TRUE,FALSE
1225,FALSE,FALSE
1226,FALSE,FALSE
1227,FALSE,FALSE
1228,FALSE,FALSE
1229,FALSE,FALSE
1230,FALSE,FALSE
1231,FALSE,FALSE
1232,FALSE,FALSE
1233,TRUE,FALSE
1234,FALSE,FALSE
1235,FALSE,FALSE
1236,FALSE,FALSE
1237,FALSE,FALSE
1238,FALSE,FALSE
1239,FALSE,FALSE
1240,FALSE,FALSE
1241,FALSE,FALSE
1242,FALSE,FALSE
1243,TRUE,FALSE
1244,FALSE,FALSE
1245,FALSE,FALSE
1246,FALSE,FALSE
1247,FALSE,FALSE
1248,FALSE,FALSE
1249,FALSE,FALSE
1250,FALSE,FALSE
1251,FALSE,FALSE
1252,FALSE,FALSE
1253,FALSE,FALSE
1254,FALSE,FALSE
1255,FALSE,FALSE
1256,FALSE,FALSE
1257,FALSE,FALSE
1258,FALSE,FALSE
1259,FALSE,FALSE
1260,FALSE,FALSE
1261,FALSE,FALSE
1262,FALSE,FALSE
1263,FALSE,FALSE
1264,FALSE,FALSE
1265,FALSE,FALSE
1266,TRUE,FALSE
1267,FALSE,FALSE
1268,FALSE,FALSE
1269,FALSE,FALSE
1270,FALSE,TRUE
1271,FALSE,FALSE
1272,FALSE,FALSE
1273,FALSE,FALSE
1274,FALSE,FALSE
1275,FALSE,FALSE
1276,FALSE,FALSE
1277,FALSE,TRUE
1278,FALSE,FALSE
1279,TRUE,FALSE
1280,FALSE,FALSE
1281,FALSE,FALSE
1282,FALSE,FALSE
1283,FALSE,FALSE
1284,FALSE,FALSE
1285,FALSE,FALSE
1286,FALSE,FALSE
1287,FALSE,FALSE
1288,FALSE,FALSE
1289,FALSE,FALSE
1290,FALSE,FALSE
1291,FALSE,FALSE
1292,FALSE,FALSE
1293,FALSE,FALSE
1294,FALSE,FALSE
1295,TRUE,FALSE
1296,FALSE,FALSE
1297,FALSE,FALSE
1298,FALSE,FALSE
1299,FALSE,FALSE
1300,FALSE,FALSE
1301,FALSE,FALSE
1302,FALSE,FALSE
1303,FALSE,FALSE
1304,FALSE,FALSE
1305,FALSE,FALSE
1306,FALSE,FALSE
1307,FALSE,FALSE
1308,FALSE,FALSE
1309,FALSE,FALSE
1310,FALSE,FALSE
1311,FALSE,FALSE
1312,FALSE,FALSE
1313,TRUE,FALSE
1314,FALSE,FALSE
1315,FALSE,FALSE
1316,FALSE,FALSE
1317,FALSE,FALSE
1318,FALSE,FALSE
1319,FALSE,FALSE
1320,FALSE,FALSE
1321,FALSE,FALSE
1322,FALSE,TRUE
1323,FALSE,FALSE
1324,FALSE,FALSE
1325,FALSE,FALSE
1326,FALSE,FALSE
1327,FALSE,FALSE
1328,FALSE,FALSE
1329,FALSE,FALSE
1330,FALSE,FALSE
1331,FALSE,FALSE
1332,FALSE,FALSE
1333,FALSE,FALSE
1334,FALSE,FALSE
1335,FALSE,FALSE
1336,FALSE,FALSE
1337,FALSE,FALSE
1338,FALSE,FALSE
1339,FALSE,FALSE
1340,FALSE,FALSE
1341,FALSE,FALSE
1342,FALSE,FALSE
1343,FALSE,FALSE
1344,FALSE,FALSE
1345,FALSE,FALSE
1346,FALSE,FALSE
1347,FALSE,FALSE
1348,FALSE,FALSE
1349,FALSE,FALSE
1350,FALSE,FALSE
1351,FALSE,FALSE
1352,FALSE,FALSE
1353,FALSE,FALSE
1354,FALSE,FALSE
1355,FALSE,FALSE
1356,FALSE,FALSE
1357,FALSE,TRUE
1358,TRUE,FALSE
1359,FALSE,FALSE
1360,FALSE,FALSE
1361,FALSE,FALSE
1362,FALSE,FALSE
1363,FALSE,FALSE
1364,FALSE,FALSE
1365,FALSE,FALSE
1366,FALSE,FALSE
1367,FALSE,FALSE
1368,FALSE,FALSE
1369,FALSE,FALSE
1370,FALSE,FALSE
1371,FALSE,FALSE
1372,FALSE,FALSE
1373,FALSE,FALSE
1374,FALSE,FALSE
1375,FALSE,FALSE
1376,FALSE,FALSE
1377,FALSE,FALSE
1378,FALSE,FALSE
1379,FALSE,FALSE
1380,FALSE,FALSE
1381,FALSE,FALSE
1382,FALSE,FALSE
1383,FALSE,FALSE
1384,FALSE,FALSE
1385,FALSE,FALSE
1386,FALSE,FALSE
1387,FALSE,FALSE
1388,FALSE,FALSE
1389,FALSE,FALSE
1390,FALSE,FALSE
1391,FALSE,FALSE
1392,FALSE,FALSE
1393,FALSE,FALSE
1394,FALSE,FALSE
1395,FALSE,FALSE
1396,FALSE,FALSE
1397,FALSE,FALSE
1398,FALSE,FALSE
1399,FALSE,FALSE
1400,FALSE,FALSE
1401,FALSE,FALSE
1402,FALSE,FALSE
1403,FALSE,FALSE
1404,FALSE,FALSE
1405,FALSE,FALSE
1406,FALSE,FALSE
1407,FALSE,FALSE
1408,FALSE,FALSE
1409,FALSE,FALSE
1410,FALSE,FALSE
1411,FALSE,FALSE
1412,FALSE,FALSE
1413,FALSE,FALSE
1414,FALSE,FALSE
1415,FALSE,FALSE
1416,FALSE,FALSE
1417,FALSE,FALSE
1418,TRUE,FALSE
1419,FALSE,FALSE
1420,FALSE,FALSE
1421,FALSE,FALSE
1422,FALSE,FALSE
1423,FALSE,FALSE
1424,FALSE,FALSE
1425,FALSE,FALSE
1426,FALSE,FALSE
1427,FALSE,FALSE
1428,FALSE,FALSE
1429,FALSE,FALSE
1430,FALSE,FALSE
1431,FALSE,FALSE
1432,FALSE,FALSE
1433,FALSE,FALSE
1434,FALSE,FALSE
1435,FALSE,FALSE
1436,TRUE,FALSE
1437,FALSE,FALSE
1438,FALSE,FALSE
1439,FALSE,FALSE
1440,FALSE,FALSE
1441,FALSE,FALSE
1442,FALSE,FALSE
1443,FALSE,FALSE
1444,FALSE,FALSE
1445,FALSE,FALSE
1446,FALSE,FALSE
1447,FALSE,FALSE
1448,FALSE,FALSE
1449,FALSE,FALSE
1450,FALSE,FALSE
1451,FALSE,FALSE
1452,FALSE,FALSE
1453,FALSE,FALSE
1454,FALSE,FALSE
1455,FALSE,FALSE
1456,TRUE,FALSE
1457,FALSE,FALSE
1458,FALSE,FALSE
1459,FALSE,FALSE
1460,FALSE,FALSE
1461,FALSE,FALSE
1462,FALSE,FALSE
1463,FALSE,FALSE
1464,FALSE,FALSE
1465,FALSE,FALSE
1466,FALSE,FALSE
1467,FALSE,FALSE
1468,FALSE,FALSE
1469,FALSE,FALSE
1470,FALSE,FALSE
1471,FALSE,FALSE
1472,FALSE,FALSE
1473,FALSE,FALSE
1474,FALSE,FALSE
1475,FALSE,FALSE
1476,FALSE,FALSE
1477,FALSE,FALSE
1478,FALSE,FALSE
1479,FALSE,FALSE
1480,FALSE,FALSE
1481,FALSE,FALSE
1482,FALSE,FALSE
1483,FALSE,FALSE
1484,FALSE,FALSE
1485,FALSE,FALSE
1486,FALSE,FALSE
1487,FALSE,FALSE
1488,FALSE,FALSE
1489,FALSE,FALSE
1490,FALSE,FALSE
1491,FALSE,FALSE
1492,FALSE,FALSE
1493,FALSE,FALSE
1494,FALSE,FALSE
1495,FALSE,FALSE
1496,FALSE,FALSE
1497,FALSE,FALSE
1498,FALSE,FALSE
1499,FALSE,FALSE
1500,FALSE,FALSE
1501,FALSE,FALSE
1502,FALSE,FALSE
1503,TRUE,FALSE
1504,FALSE,FALSE
1505,TRUE,FALSE
1506,FALSE,FALSE
1507,FALSE,FALSE
1508,FALSE,FALSE
1509,TRUE,FALSE
1510,FALSE,FALSE
1511,FALSE,FALSE
1512,FALSE,FALSE
1513,FALSE,FALSE
1514,FALSE,FALSE
1515,FALSE,FALSE
1516,FALSE,FALSE
1517,FALSE,FALSE
1518,FALSE,FALSE
1519,FALSE,FALSE
1520,FALSE,FALSE
1521,FALSE,FALSE
1522,FALSE,FALSE
1523,FALSE,FALSE
1524,FALSE,FALSE
1525,FALSE,FALSE
1526,FALSE,FALSE
1527,FALSE,FALSE
1528,FALSE,FALSE
1529,FALSE,FALSE
1530,FALSE,FALSE
1531,FALSE,FALSE
1532,FALSE,FALSE
1533,FALSE,FALSE
1534,TRUE,FALSE
1535,FALSE,FALSE
1536,FALSE,FALSE
1537,FALSE,FALSE
1538,FALSE,FALSE
1539,FALSE,FALSE
1540,FALSE,FALSE
1541,FALSE,FALSE
1542,FALSE,FALSE
1543,FALSE,FALSE
1544,FALSE,FALSE
1545,FALSE,FALSE
1546,FALSE,FALSE
1547,FALSE,FALSE
1548,FALSE,FALSE
1549,TRUE,FALSE
1550,FALSE,FALSE
1551,FALSE,FALSE
1552,FALSE,TRUE
1553,FALSE,FALSE
1554,FALSE,FALSE
1555,FALSE,FALSE
1556,FALSE,FALSE
1557,FALSE,FALSE
1558,FALSE,FALSE
1559,FALSE,FALSE
1560,FALSE,FALSE
1561,FALSE,FALSE
1562,FALSE,FALSE
1563,FALSE,FALSE
1564,FALSE,FALSE
1565,FALSE,FALSE
1566,FALSE,FALSE
1567,FALSE,FALSE
1568,FALSE,FALSE
1569,FALSE,FALSE
1570,FALSE,FALSE
1571,FALSE,FALSE
1572,FALSE,FALSE
1573,FALSE,FALSE
1574,FALSE,FALSE
1575,FALSE,FALSE
1576,FALSE,FALSE
1577,FALSE,FALSE
1578,FALSE,FALSE
1579,FALSE,FALSE
1580,FALSE,FALSE
1581,FALSE,FALSE
1582,FALSE,FALSE
1583,FALSE,FALSE
1584,FALSE,FALSE
1585,FALSE,FALSE
1586,FALSE,FALSE
1587,FALSE,FALSE
1588,TRUE,FALSE
1589,FALSE,FALSE
1590,FALSE,FALSE
1591,FALSE,FALSE
1592,FALSE,FALSE
1593,FALSE,FALSE
1594,FALSE,FALSE
1595,FALSE,FALSE
1596,FALSE,FALSE
1597,FALSE,FALSE
1598,FALSE,FALSE
1599,FALSE,FALSE
1600,FALSE,FALSE
1601,FALSE,FALSE
1602,FALSE,FALSE
1603,FALSE,FALSE
1604,FALSE,FALSE
1605,FALSE,FALSE
1606,FALSE,FALSE
1607,FALSE,FALSE
1608,FALSE,FALSE
1609,TRUE,FALSE
1610,FALSE,FALSE
1611,FALSE,FALSE
1612,FALSE,FALSE
1613,FALSE,FALSE
1614,FALSE,FALSE
1615,FALSE,FALSE
1616,FALSE,FALSE
1617,FALSE,FALSE
1618,FALSE,FALSE
1619,FALSE,FALSE
1620,TRUE,FALSE
1621,TRUE,FALSE
1622,FALSE,FALSE
1623,FALSE,FALSE
1624,FALSE,FALSE
1625,FALSE,FALSE
1626,FALSE,FALSE
1627,TRUE,TRUE
1628,FALSE,FALSE
1629,FALSE,FALSE
1630,FALSE,FALSE
1631,FALSE,FALSE
1632,FALSE,FALSE
1633,FALSE,FALSE
1634,FALSE,FALSE
1635,FALSE,FALSE
1636,FALSE,FALSE
1637,FALSE,FALSE
1638,FALSE,FALSE
1639,FALSE,FALSE
1640,FALSE,FALSE
1641,FALSE,FALSE
1642,FALSE,FALSE
1643,FALSE,FALSE
1644,FALSE,FALSE
1645,FALSE,FALSE
1646,FALSE,FALSE
1647,FALSE,FALSE
1648,FALSE,FALSE
1649,FALSE,FALSE
1650,FALSE,FALSE
1651,FALSE,FALSE
1652,FALSE,FALSE
1653,FALSE,FALSE
1654,FALSE,FALSE
1655,TRUE,FALSE
1656,TRUE,FALSE
1657,FALSE,FALSE
1658,FALSE,FALSE
1659,FALSE,FALSE
1660,FALSE,FALSE
1661,FALSE,FALSE
1662,FALSE,FALSE
1663,FALSE,FALSE
1664,FALSE,FALSE
1665,FALSE,FALSE
1666,FALSE,FALSE
1667,TRUE,FALSE
1668,FALSE,FALSE
1669,FALSE,FALSE
1670,FALSE,FALSE
1671,FALSE,FALSE
1672,FALSE,FALSE
1673,FALSE,FALSE
1674,FALSE,FALSE
1675,FALSE,FALSE
1676,FALSE,FALSE
1677,FALSE,FALSE
1678,FALSE,FALSE
1679,FALSE,FALSE
1680,FALSE,FALSE
1681,FALSE,FALSE
1682,FALSE,FALSE
1683,FALSE,FALSE
1684,FALSE,FALSE
1685,FALSE,FALSE
1686,FALSE,FALSE
1687,FALSE,FALSE
1688,FALSE,FALSE
1689,FALSE,FALSE
1690,FALSE,FALSE
1691,FALSE,FALSE
1692,FALSE,FALSE
1693,FALSE,FALSE
1694,FALSE,FALSE
1695,FALSE,FALSE
1696,FALSE,FALSE
1697,FALSE,FALSE
1698,FALSE,FALSE
1699,FALSE,FALSE
1700,TRUE,TRUE
1701,FALSE,FALSE
1702,FALSE,FALSE
1703,TRUE,FALSE
1704,FALSE,FALSE
1705,TRUE,FALSE
1706,FALSE,FALSE
1707,FALSE,FALSE
1708,FALSE,FALSE
1709,FALSE,FALSE
1710,FALSE,FALSE
1711,TRUE,FALSE
1712,FALSE,FALSE
1713,FALSE,FALSE
1714,FALSE,FALSE
1715,FALSE,FALSE
1716,FALSE,FALSE
1717,FALSE,FALSE
1718,FALSE,FALSE
1719,FALSE,FALSE
1720,TRUE,FALSE
1721,FALSE,FALSE
1722,FALSE,FALSE
1723,FALSE,FALSE
1724,FALSE,FALSE
1725,FALSE,FALSE
1726,TRUE,FALSE
1727,FALSE,FALSE
1728,FALSE,FALSE
1729,FALSE,FALSE
1730,FALSE,FALSE
1731,FALSE,FALSE
1732,FALSE,FALSE
1733,FALSE,TRUE
1734,FALSE,FALSE
1735,FALSE,FALSE
1736,FALSE,FALSE
1737,FALSE,FALSE
1738,FALSE,FALSE
1739,FALSE,FALSE
1740,FALSE,FALSE
1741,FALSE,FALSE
1742,FALSE,FALSE
1743,FALSE,FALSE
1744,TRUE,FALSE
1745,FALSE,FALSE
1746,FALSE,FALSE
1747,FALSE,FALSE
1748,FALSE,FALSE
1749,FALSE,FALSE
1750,FALSE,FALSE
1751,FALSE,FALSE
1752,FALSE,FALSE
1753,FALSE,FALSE
1754,FALSE,FALSE
1755,FALSE,FALSE
1756,FALSE,FALSE
1757,FALSE,FALSE
1758,FALSE,FALSE
1759,FALSE,FALSE
1760,FALSE,FALSE
1761,FALSE,FALSE
1762,FALSE,FALSE
1763,FALSE,FALSE
1764,FALSE,FALSE
1765,FALSE,FALSE
1766,FALSE,FALSE
1767,FALSE,FALSE
1768,FALSE,FALSE
1769,FALSE,FALSE
1770,FALSE,FALSE
1771,FALSE,FALSE
1772,FALSE,FALSE
1773,FALSE,FALSE
1774,FALSE,FALSE
1775,FALSE,FALSE
1776,FALSE,FALSE
1777,FALSE,FALSE
1778,FALSE,FALSE
1779,FALSE,FALSE
1780,FALSE,FALSE
1781,FALSE,FALSE
1782,FALSE,FALSE
1783,FALSE,FALSE
1784,FALSE,FALSE
1785,FALSE,FALSE
1786,TRUE,FALSE
1787,FALSE,FALSE
1788,FALSE,FALSE
1789,FALSE,FALSE
1790,FALSE,FALSE
1791,FALSE,FALSE
1792,FALSE,FALSE
1793,FALSE,FALSE
1794,TRUE,FALSE
1795,FALSE,FALSE
1796,FALSE,FALSE
1797,FALSE,FALSE
1798,FALSE,FALSE
1799,FALSE,FALSE
1800,FALSE,FALSE
1801,FALSE,FALSE
1802,FALSE,FALSE
1803,FALSE,FALSE
1804,FALSE,FALSE
1805,FALSE,FALSE
1806,FALSE,FALSE
1807,FALSE,FALSE
1808,FALSE,FALSE
1809,FALSE,FALSE
1810,FALSE,FALSE
1811,FALSE,FALSE
1812,FALSE,FALSE
1813,FALSE,FALSE
1814,FALSE,FALSE
1815,TRUE,FALSE
1816,FALSE,FALSE
1817,FALSE,FALSE
1818,TRUE,FALSE
1819,FALSE,FALSE
1820,FALSE,FALSE
1821,FALSE,FALSE
1822,FALSE,FALSE
1823,FALSE,FALSE
1824,FALSE,FALSE
1825,FALSE,FALSE
1826,FALSE,FALSE
1827,FALSE,FALSE
1828,FALSE,FALSE
1829,FALSE,FALSE
1830,FALSE,FALSE
1831,FALSE,FALSE
1832,FALSE,FALSE
1833,FALSE,FALSE
1834,FALSE,FALSE
1835,FALSE,FALSE
1836,TRUE,FALSE
1837,TRUE,TRUE
1838,FALSE,FALSE
1839,FALSE,FALSE
1840,FALSE,FALSE
1841,FALSE,FALSE
1842,FALSE,FALSE
1843,FALSE,FALSE
1844,FALSE,FALSE
1845,FALSE,FALSE
1846,FALSE,FALSE
1847,FALSE,FALSE
1848,FALSE,FALSE
1849,FALSE,FALSE
1850,FALSE,FALSE
1851,FALSE,FALSE
1852,FALSE,FALSE
1853,FALSE,FALSE
1854,FALSE,FALSE
1855,FALSE,FALSE
1856,FALSE,FALSE
1857,FALSE,FALSE
1858,FALSE,FALSE
1859,FALSE,FALSE
1860,FALSE,FALSE
1861,FALSE,FALSE
1862,FALSE,FALSE
1863,FALSE,FALSE
1864,TRUE,FALSE
1865,FALSE,FALSE
1866,FALSE,FALSE
1867,TRUE,FALSE
1868,FALSE,FALSE
1869,FALSE,FALSE
1870,TRUE,FALSE
1871,FALSE,FALSE
1872,FALSE,FALSE
1873,FALSE,FALSE
1874,FALSE,FALSE
1875,FALSE,FALSE
1876,TRUE,FALSE
1877,FALSE,FALSE
1878,FALSE,FALSE
1879,FALSE,FALSE
1880,FALSE,FALSE
1881,FALSE,FALSE
1882,FALSE,FALSE
1883,FALSE,FALSE
1884,FALSE,FALSE
1885,FALSE,FALSE
1886,FALSE,FALSE
1887,FALSE,FALSE
1888,FALSE,FALSE
1889,TRUE,FALSE
1890,FALSE,FALSE
1891,FALSE,FALSE
1892,FALSE,FALSE
1893,FALSE,FALSE
1894,FALSE,FALSE
1895,FALSE,FALSE
1896,FALSE,FALSE
1897,TRUE,FALSE
1898,FALSE,FALSE
1899,FALSE,FALSE
1900,FALSE,FALSE
1901,FALSE,FALSE
1902,FALSE,FALSE
1903,FALSE,FALSE
1904,FALSE,FALSE
1905,TRUE,FALSE
1906,FALSE,FALSE
1907,FALSE,FALSE
1908,FALSE,FALSE
1909,FALSE,FALSE
1910,FALSE,FALSE
1911,FALSE,FALSE
1912,FALSE,FALSE
1913,FALSE,FALSE
1914,FALSE,FALSE
1915,FALSE,FALSE
1916,FALSE,FALSE
1917,FALSE,FALSE
1918,FALSE,FALSE
1919,FALSE,FALSE
1920,FALSE,FALSE
1921,FALSE,FALSE
1922,FALSE,FALSE
1923,TRUE,FALSE
1924,FALSE,FALSE
1925,FALSE,FALSE
1926,FALSE,FALSE
1927,FALSE,FALSE
1928,FALSE,FALSE
1929,FALSE,FALSE
1930,FALSE,FALSE
1931,FALSE,FALSE
1932,FALSE,FALSE
1933,TRUE,FALSE
1934,FALSE,FALSE
1935,FALSE,FALSE
1936,FALSE,FALSE
1937,TRUE,TRUE
1938,FALSE,FALSE
1939,FALSE,FALSE
1940,FALSE,FALSE
1941,FALSE,FALSE
1942,FALSE,FALSE
1943,TRUE,TRUE
1944,FALSE,FALSE
1945,FALSE,FALSE
1946,FALSE,FALSE
1947,FALSE,FALSE
1948,FALSE,FALSE
1949,FALSE,FALSE
1950,FALSE,FALSE
1951,FALSE,FALSE
1952,FALSE,FALSE
1953,FALSE,FALSE
1954,FALSE,FALSE
1955,FALSE,FALSE
1956,FALSE,FALSE
1957,FALSE,FALSE
1958,FALSE,FALSE
1959,FALSE,FALSE
1960,FALSE,FALSE
1961,FALSE,FALSE
1962,FALSE,FALSE
1963,FALSE,FALSE
1964,FALSE,FALSE
1965,TRUE,FALSE
1966,FALSE,FALSE
1967,FALSE,FALSE
1968,FALSE,FALSE
1969,FALSE,FALSE
1970,FALSE,FALSE
1971,FALSE,FALSE
1972,FALSE,FALSE
1973,FALSE,FALSE
1974,FALSE,FALSE
1975,FALSE,FALSE
1976,FALSE,FALSE
1977,FALSE,FALSE
1978,FALSE,FALSE
1979,FALSE,FALSE
1980,FALSE,FALSE
1981,FALSE,FALSE
1982,FALSE,FALSE
1983,FALSE,FALSE
1984,FALSE,FALSE
1985,FALSE,FALSE
1986,FALSE,FALSE
1987,FALSE,FALSE
1988,FALSE,FALSE
1989,FALSE,FALSE
1990,FALSE,FALSE
1991,TRUE,FALSE
1992,FALSE,FALSE
1993,FALSE,FALSE
1994,TRUE,FALSE
1995,FALSE,FALSE
1996,FALSE,FALSE
1997,FALSE,FALSE
1998,FALSE,FALSE
1999,FALSE,FALSE
2000,FALSE,FALSE
